"Wk","TWTR","SOFI","ISBC","F","HPQ","AMD","NIO","AAPL","NVDA","AMC","BAC","TLRY","T","ITUB","CCL","BBD","AAL","DIDI","PFE","PLTR","UBER","MSFT","WFC","SWN","RBLX","C","PBR","KGC","GM","ZNGA","XOM","TSLA","PCG","JBLU","TELL","IQ","OXY","BABA","INTC","GOGO","MU","NOK","VALE","NLSN","NLY","GOLD","DNA","NCLH","SNAP","LCID","SST","ABEV","VZ","PBR-A","SQ","CMCSA","RIVN","CDK","DKNG","BMY","M","TME","ET","FB","DISCA","LYG","RIG","CCJ","PLUG","KMI","CLF","CSCO","HBAN","AUY","HOOD","EDU","HPE","KO","CSX","BCS","MRO","CVE","GGB","CS","EXC","GRAB","OPEN","PINS","JPM","BP","MRK","SIRI","CDEV","KOS","PDD","BEKE","CCCS","X","VTRS","DAL","RF","PYPL","FCX","BILI","MRVL","FCEL","SBUX","JD","AGNC","UAL","PARA","AMAT","NKLA","MS","IBN","TAL","PTON","LUV","UPST","CFG","LU","UMC","AFRM","RLX","WBA","CTRA","HMHC","MOS","MARA","XPEV","CNP","EQT","DIS","TEVA","WMT","QCOM","TSM","SPCE","APA","SLB","LUMN","PLAN","USB","PATH","KEY","NYCB","BKR","MQ","INFY","ASX","BTG","LI","KHC","CVX","TGT","DVN","SCHW","BTU","HAL","AUR","ERIC","HST","TJX","AZN","GT","ABBV","BA","JNJ","COTY","FTI","GILD","NEE","GE","CPG","PPL","ORCL","VIPS","AR","ATUS","SU","V","CHPT","EURN","STNE","PG","FITB","CPNG","MDT","BB","AEO","SYF","GPS","CX","HL","TCOM","KR","CL","GSK","LYFT","CGC","NRZ","COP","RIOT","RKT","DELL","FTCH","MO","AA","DISCK","RTX","CAG","SO","SNOW","AMCR","FUTU","MDLZ","BX","CIG","RHHBY","RBGLY","ON","HBI","QS","WMB","JOBY","CVS","OTLY","RRC","BCRX","NU","CNHI","MRNA","SAVE","GLW","YMM","VST","NXE","LVS","PSX","LEVI","PAA","FHN","MGM","PGRE","ZTO","AVTR","TMUS","NKE","HMY","MTTR"
1595808000,36.7480004,15.9999994,8.397,6.842,17.282,73.659999,12.16,97.110501,104.6624984,4.068,24.6979998,7.586,29.5380002,4.3907666,14.19,4.496,11.372,4.148,36.6299812,23.6500004,30.6639998,203.7679994,25.1420004,2.496,73.862001,51.1919996,9.092,8.874,25.602,9.688,43.1199998,297.3380004,9.164,10.206,0.968,20.7759998,16.3180004,251.224002,48.5200008,3.186,50.5740004,4.438,11.846,14.584,7.378,29.0880002,13.198,13.95,22.632,21.0980004,10.438,2.868,57.3159998,8.864,127.3580032,43.4279998,NA,44.9220002,34.7600006,58.832,6.282,15.9,6.472,237.0159972,20.982,1.398,2.086,11.01,8.056,14.254,5.64,46.7439988,9.286,6.542,11.3225,13.7774,9.686,47.9220002,23.6793336,5.496,5.58,4.742,3.442,10.568,27.2738944,11.666,26.6660006,26.5400006,97.5119996,22.732,75.8015288,5.92,0.8358,1.628,85.5960006,54.5919998,10.346,7.48,16.364,25.414,10.76,185.4860016,13.19,41.7660004,35.6160006,2.338,76.3379988,62.5880006,13.654,32.3139992,25.304,63.4619994,31.248,50,9.542,78.3660002,65.5880006,31.4920002,117.857997,24.7960002,12.454,3.722,66.7099992,4.328,40.6059996,18.3119998,2.634,13.69,1.752,33.9460002,19.1979998,14.096,116.140001,11.584,130.6359986,97.9959992,80.331999,23.416,14.404,18.968,9.764,45.2180002,36.7879998,54.2520006,12.172,10.558,15.766,16.3519998,12.78,4.958,6.796,26.9500004,34.886,88.0860002,124.0240004,10.488,33.6620012,3.196,14.724,12.166,11.566,10.696,52.0099998,56.6419998,9.818,96.366002,165.401999,146.6299958,3.896,5.8169642,72.6280014,70.1075012,52.0320006,1.63,26.1,55.418,21.8600002,2.932,25.2,16.2759996,195.3380006,10.246,9.72,46.1820002,129.0099976,19.6480004,27.068,96.8900006,4.74,10.048,23.18,13.416,3.122,5.472,27.636,34.86,76.1259996,40.668,29.5959996,18.362,7.972,38.7399992,2.67,29.1739996,30.310188,24.1459996,41.8020012,13.102,18.8060008,59.1260002,37.3420006,54.9559998,233.946002,10.562,31.9139996,55.8680008,54.4979996,2.4,44.0999992,20.5440004,20.822,14.28,59.0940002,19.188,10.044,63.4,8.076,6.344,4.286,NA,7.304,78.5279998,16.2380004,30.9200002,8.735,18.5940004,1.744,44.232,63.772,12.296,7.804,9.42,15.8699998,7.184,36.1480004,20.4639998,105.7559998,96.9759996,6.772,16.7100002
1596412800,36.8719992,16.6499998,8.076,6.86,18.0739994,83.9159988,13.684,110.736,112.1195006,4.25,25.3939998,7.892,29.8680002,3.9967024,13.766,4.078,12.236,3.572,36.4155602,20.9859996,32.9360006,214.319998,24.444,2.912,73.5660004,50.9159994,8.65,9.596,26.2219996,10.016,43.3299994,295.9723938,9.044,10.546,0.942,22.5440002,15.566,260.5660034,48.5899994,3.279,50.0379996,5.028,11.472,15.066,7.386,29.336,12.4125,13.714,21.522,19.618,10.324,2.51,57.8100008,8.45,143.8800018,42.8120002,NA,46.7299996,33.2600006,60.122,6.298,16.1959998,6.772,256.926001,21.416,1.416,2.278,10.35,9.926,14.318,5.518,47.472,9.358,6.64,11.522,14.4924,10.002,47.0979996,23.849333,5.5,5.74,4.792,3.346,10.946,27.28816,11.19,29.25999975,35.550001,97.095999,23.2040002,77.847328,5.92,0.8746,1.482,93.465999,63.3180008,10.046,7.142,16.4720004,26.32,10.898,200.0060028,13.708,44.5579996,37.0700004,2.578,75.5720002,64.3180002,13.658,33.3240012,26.2719992,64.3820008,36.6760002,49.6579992,9.482,79.9419998,70.384001,32.4,117.1080004,24.7,12.59,4.308,63.9980002,4.554,41.0460004,19.7580002,3.058,15.7699998,4.162,34.67249975,19.702,16.3080002,124.4,12.144,130.0140014,110.247998,80.2639984,20.4959998,15.796,19.2799996,10.114,44.7920004,36.828,48.89999975,12.22,10.12,16.3840002,14.768,12.728,4.77,7.158,23.43,35.0680002,86.5539994,129.6839966,11.522,33.7340004,2.878,14.934,12.702,11.708,10.874,53.514,56.0940004,9.146,93.7940002,168.7680022,147.824002,3.882,6.1919644,69.9539992,70.850499,50.2080002,1.724,26.724,55.5979998,23.188,3.708,27.7280002,16.288,194.8420012,10.324,9.86,48.2660004,132.9559996,19.8440002,26.8460002,97.4840012,4.826,10.718,23.096,13.638,3.234,6.166,27.9020002,35.1699996,76.3239992,41.1000008,30.602,18.3479994,7.928,37.7439992,3.786,25.398,30.7308666,27.0459996,41.5979986,14.32,19.378,59.2299988,37.702001,54.0859994,230.5520016,10.688,37.2080002,55.4620012,52.736,2.254,43.5660004,20.4300004,21.232,14.526,51.9880006,20.804,9.988,64.4640016,7.83,7.742,4.162,NA,7.408,76.020001,16.7120002,31.532,7.936,18.702,1.772,44.0980004,61.7539992,12.242,8.128,9.304,17.4499996,7.112,37.1019996,22.1659998,109.2719984,99.7820008,6.64,17.1325
1597017600,37.5759998,14.024,8.32,7.1,18.5819996,80.973999,13.404,113.0060012,112.9244994,4.904,26.6059996,7.22,30.1000004,3.8186316,15.428,3.96,13.58,3.94,36.1935476,19.2039996,30.9539996,207.6839996,25.1060002,3.048,80.5440016,53.1579992,8.74,8.78,27.9880002,9.244,43.9559996,304.7771972,9.306,11.566,0.982,21.554,15.16,251.8860014,48.8099998,3.456,47.4259994,4.996,11.29,16.008,7.524,27.0559996,10.834,15.418,21.8140004,22.5620004,10.432,2.464,58.6819998,8.516,140.3520018,43.3020002,NA,46.2160004,33.4700006,62.9980004,7.09,15.11,6.552,260.3119996,22.1340002,1.468,2.286,10.368,11.348,14.402,6.028,45.6479996,9.92,5.974,11.732,13.9522,9.958,48.1820006,24.8333336,5.668,5.98,5.126,3.336,11.36,27.2168332,11.126,26.2700004,35.0660006,102.4360016,23.602,78.5343506,6.028,0.8982,1.73,87.7599992,58.2420004,9.928,7.786,16.302,29.1440002,11.748,191.6400054,13.976,41.1220002,34.7179994,2.776,78.604001,62.0340012,13.782,36.5520012,26.6419998,65.778,44.13,51.8440002,10.01,75.0300004,65.2979996,35.0280008,120.7980012,26.122,12.288,4.102,69.3660004,5.516,41.8879998,19.902,2.836,17.7479996,3.858,35.4059998,20.6540004,16.542,130.5119994,11.66,131.6840026,111.6260012,78.7820022,18.598,15.7320002,20.164,10.922,45.0139996,37.74,45.8520004,12.812,10.306,17.2640004,12.39,12.696,4.66,6.648,23.8920002,35.1820008,90.048001,134.1200012,12.294,34.6519996,2.728,16.3479994,12.1,11.738,11.528,57.3479996,55.6580002,9.92,94.0619994,177.5580018,148.1800018,4.182,6.438988,68.4259992,70.5460006,53.4079994,1.966,28.82,54.3199996,22.5400002,4.094,27.316,17.0519998,197.5040006,10.262,10.104,49.2159994,134.7340028,21.1019998,28.5919998,101.0379988,4.828,11.694,24.8120002,14.944,3.37,5.93,28.7320006,34.7759994,76.776001,41.2259996,29.9219996,17.3280004,8.21,40.4919998,3.736,24.2939998,30.8839334,26.3559994,42.9779998,14.908,20.362,63.9440008,37.6620004,54.5379998,234.7399992,11.154,34.2880004,55.7699998,52.7240006,2.088,42.8199988,19.6579996,22.0860002,15.814,45.13000025,21.6540002,9.982,65.2659988,7.938,8.33,4.194,NA,7.798,69.4960008,17.8999998,32.4040002,8.384,19.118,1.652,48.9159996,63.9360018,12.846,8.094,9.972,21.4859996,7.438,35.514,20.754,115.1539994,105.740001,5.914,19.9480004
1597622400,38.617999,14.488,7.844,6.848,18.142,82.3499986,14.062,117.7045,123.1215012,5.444,25.4020002,6.924,29.7460004,3.5746084,14.576,3.726,12.512,4.282,36.5407976,20.746,30.244,211.8140014,23.9939998,2.804,82.309999,50.186,8.452,8.986,29.2919996,9.368,41.8719992,386.1227966,9.154,10.908,0.93,19.0319998,13.648,260.1039976,48.8720002,3.498,43.8640008,5.044,11.348,15.476,7.37,29.682,9.968,15.482,21.7820002,19.3,10.118,2.352,58.9919998,8.226,152.9699982,43.346,NA,46.0240004,35.9260002,62.8299996,6.552,14.448,6.58,264.4220032,22.0979994,1.434,1.726,10.578,13.044,14.222,6.36,42.1,9.428,6.144,12.26,13.9206,9.384,47.7259986,24.7659998,5.632,5.676,4.968,3.534,11.108,26.285307,10.82,27.682,34.8419992,98.254001,22.1539998,80.984732,5.894,0.7992,1.646,91.567999,57.5550005,9.972,7.828,16.2560002,27.642,11.302,195.6539976,14.502,44.826001,33.3040002,2.99,77.9719986,71.7560012,13.914,33.9820002,26.944,65.0600012,41.633999,51.0939986,10.082,75.0759992,68.1479994,34.2779998,131.0740006,24.698,12.44,3.848,96.8899992,6.635,40.2719992,19.808,2.45,17.872,3.25,32.9360002,20.1500002,16.4340004,128.3239974,10.4,132.9840058,111.7820008,78.6580002,17.5220002,14.986,19.3699998,11,47.9080002,36.0480004,46.1899994,12.144,9.482,16.1279998,10.84,12.814,4.34,6.548,25.702,35.2859998,86.9359986,147.046002,11.06,34.8559998,2.622,16.2680002,11.554,11.568,10.76,54.9100008,56.2440004,9.628,95.6319992,169.7179994,150.7299986,3.876,5.889881,67.292,70.6449982,50.9919998,1.946,28.308,55.164,20.5399996,3.79,26.9260002,16.4879996,201.5419984,10.258,9.646,50.0019998,136.4140014,20.0599998,29.662,100.6500002,4.792,11.338,24.0580004,14.848,3.468,6.052,28.0580002,36.0580002,77.95,40.7520004,28.388,16.5639998,7.856,39.522001,3.919,22.986,30.3781048,29.6380002,43.3720002,14.872,20.2679998,61.5539998,37.9919998,52.8899994,212.3519956,11.214,33.0120008,57.0520002,53.2780014,1.94,43.8180008,19.9700002,21.4679996,15.742,47.8819998,21.7199998,9.99,64.6040002,8.082,8.524,4.392,NA,7.664,67.8099992,17.1519998,32.202001,8.874,19.5439998,1.754,47.772,61.4060004,12.364,7.428,9.588,21.044,7.148,32.6479996,21.156,115.6880006,107.7560012,6.006,21.9379996
1598227200,40.7160004,14.632,7.86,6.918,18.7940004,84.9600006,18.326,125.4044998,128.0384992,5.874,25.9199996,6.576,29.9720004,3.5795548,16.1279998,3.79,13.248,4.1575,36.2561668,22.0940004,32.2259998,221.3600006,24.4840006,2.882,79.9219986,51.5120002,8.348,8.624,29.8380002,9.12,40.7080002,425.7143982,9.082,11.504,0.902,19.9379996,13.252,285.4299986,49.59,4.632,44.8259986,5.02,11.16,15.398,7.424,28.9740002,10.422,16.7100002,21.4800004,18.0459998,10.005,2.322,59.427999,8.136,154.4139984,44.1020004,NA,46.808,37.8220008,62.455999,6.652,15.788,6.554,288.6000062,22.836,1.442,1.29,11.176,12.86,13.994,6.394,42.1760002,9.55,5.996,12.98,14.1554,9.604,48.4200006,25.3073338,5.79,5.398,4.876,3.544,11.158,26.5378032,10.748,32.574,34.222001,100.9539978,21.4859996,81.7003816,5.88,0.7682,1.512,87.5339998,57.436001,9.9625,7.842,16.216,30.532,11.602,202.5699982,14.916,46.8739996,35.9400002,2.908,82.4440018,78.958,14.14,35.8700004,27.8719996,63.3300004,39.4699996,52.3259994,10.702,76.264,69.376001,37.362001,165.095996,25.6860006,12.238,3.712,98.7024995,4.972,39.2019996,19.1000004,2.202,18.5279998,2.422,32.1479994,19.9159998,16.12,132.3859954,9.584,133.9180024,116.4239992,80.3460006,17.4399998,14.568,19.12,11.238,55.4019996,36.7440004,41.898001,12.52,9.15,15.228,11.066,12.814,4.166,6.406,24.6560002,35.0819998,85.7299988,151.9920044,10.864,35.6899994,2.412,16.1080002,10.078,11.764,11.284,53.7179992,56.5139992,9.772,94.2779998,174.9799988,152.625998,3.802,5.7455356,65.7080016,70.0684996,52.4640006,1.838,27.868,56.9300002,17.1460004,3.602,26.9620004,16.5080006,210.3020022,10.227,9.394,50.4220002,138.5880006,20.714,30.23,104.3039994,4.982,11.59,25.1920004,16.9120004,3.468,5.698,29.118,35.9940002,78.9599992,39.9879996,29.5960002,16.6220002,7.878,38.3620002,3.496,23.15999975,31.7252912,28.042,43.6880004,15.04,20.642,61.3480012,38.532,52.3220002,196.9780058,11.002,32.3479996,58.1340004,53.3800004,2.022,43.819999,20.1160002,21.604,15.8140002,39.2639988,21.2299994,9.9725,63.3279998,7.682,7.96,3.996,NA,7.856,67.4299988,18.1399998,32.7659996,9.24,19.1199994,1.8722,50.464,61.4720002,12.676,7.018,9.656,22.604,7.546,32.4960006,21.77,115.6720016,111.6,5.98,19.4460004
1598832000,41.3800004,15.5725,7.978,6.864,19.4359996,87.5540008,19.1460006,127.2919952,134.359999,6.522,25.934,6.31,29.5979998,3.713108,17.162,3.968,13.27,4.038,35.0341552,23.7925,33.7900002,223.2,24.416,2.624,97.4960008,51.6580002,8.632,8.764,29.9719998,9.008,39.3500002,449.2119994,9.2,11.706,0.904,22.1379998,12.492,288.9980042,50.8920006,8.334,46.382,4.684,11.31,15.27,7.364,29.38,11.0275,17.4180002,22.8340006,19.2519994,10.162,2.352,60.01,8.478,157.6700014,44.7799994,NA,46.4120004,37.4920006,60.954,7.258,15.766,6.296,292.998004,21.9499994,1.396,1.244,11.23,12.712,13.738,6.65,41.6879998,9.626,6.128,14.058,15.0158,9.616,50.2719996,25.556,5.63,5.128,4.714,3.668,10.936,26.4835944,10.786,31.7575,36.8540008,101.3660004,20.6840004,81.557251,5.822,0.6668,1.364,88.2780014,51.8220002,10.04,7.8,15.7719998,31.1379994,11.662,204.144,15.928,48.9340002,38.9679996,2.68,86.3240004,80.6759994,13.97,36.9019996,28.172,62.1979994,38.5819998,52.7099998,10.64,76.5559984,82.861998,38.5580002,200.569998,26.5900006,11.308,3.572,112.1940004,4.572,37.185999,18.4399996,2.258,18.5660002,2.324,31.3420002,20.1080004,15.436,133.2080014,9.416,144.297998,119.3380002,80.612001,16.9720002,14.63,18.9679998,10.77,60.4120004,37.2940004,43.36250025,12.616,9.068,14.27,10.764,12.582,4.066,6.566,23.9825,34.1819998,82.8820006,148.9720002,10.692,35.7779998,2.632,16.1540002,7.974,11.448,11.488,55.4980002,55.004001,9.65,93.1399996,171.7040038,151.3800018,3.64,5.7202382,66.2580018,70.1235014,50.7360006,1.676,28.0220002,57.3479996,16.708,3.022,27.514,15.88,211.0880036,10.253,8.828,51.2960006,138.6479984,21.1080002,29.1040008,107.1319994,5.322,12.774,25.1560002,17.7499996,3.22,5.836,30.4520002,35.8520004,78.3399992,39.1879996,29.0479998,16.3880002,7.626,36.6560006,3.39,22.5980002,33.564117,27.6200002,43.4800004,14.602,19.7880002,61.1419998,37.7960008,52.4179998,225.7879976,11.166,31.3899994,58.268,53.5960008,2.064,44.1840004,19.6920004,21.9260002,15.534,33.2440008,20.9180002,9.95,60.8000002,6.8175,7.222,3.856,NA,8.08,64.0739988,17.7379998,32.5919994,9.1025,18.8520002,1.861,50.8560006,59.196,12.49,7.092,9.654,23.1159998,7.386,33.9859998,22.0479998,116.3179992,113.7559996,6.144,18.7700004
1599436800,38.90750025,15.11,7.80125,6.9775,19.36250075,78.98000125,17.7075,113.9074995,122.760624,6.1025,25.40749975,5.5625,29.19750025,3.69744425,17.88000025,3.94,13.16,3.32,34.1152755,24.3639994,35.5724995,205.83749775,24.0075,2.4425,121.9559998,51.097501,8.42,8.855,31.24000025,8.4075,37.50750075,360.13749675,9.0975,12.32,0.7925,21.26,10.635,270.582489,49.19249925,9.41,45.285,4.11,11.2775,14.6525,7.4025,29.88000025,9.008,17.97500025,23.46000025,19.8539998,10.104,2.3175,59.83,8.3825,140.460003,44.27499925,NA,44.2775,40.34749975,58.722501,7.405,15.92,5.9825,269.8949965,22.96,1.3025,1.02,10.77,11.9225,13.05,6.16,39.8950005,9.6925,6.1275,12.86,14.716,9.3375,50.26500025,25.40916625,5.325,4.4675,4.1525,3.7525,10.6675,25.81312425,10.564,29.0420002,34.58499925,100.42250075,20.10999975,80.214693,5.5975,0.5455,1.1075,83.7425005,53.4020002,10.002,7.3375,15.32,31.94750075,11.3975,188.65999975,15.97499975,43.8699995,38.567499,2.3725,85.35499975,75.5300005,14.17,36.45749975,28.9999995,55.23750025,40.52999975,50.4674995,10.1375,72.932501,87.13999925,39.40250025,215.2959992,26.895,9.95,3.8625,116.1,4.524,35.20499875,18.225,2.2225,17.87249925,1.8775,27.8099998,19.450001,14.3425,133.13249975,8.8275,137.96249775,112.4124985,78.610001,17.27999975,12.5225,18.1425,10.6775,57.26249975,36.42749975,43.7839996,12.43,8.7925,13.9825,10.968,12.695,4.13,6.4825,23.7380004,31.65749975,78.710001,146.3099975,9.26,34.89750025,2.74,14.605,6.0775,10.9375,11.455,54.58,53.7874995,9.4775,90.29999925,159.94499975,147.91249875,3.665,5.221354,64.50000075,69.70874975,48.499999,1.425,27.6975005,56.65000075,16.66,2.71,26.4175,13.895,201.59999475,10.37,9.22,50.500001,137.232498,20.94999975,28.1720002,105.1975005,4.85,13.395,25.5800005,17.09999925,3.4075,5.56,29.36999975,34.7275,76.59250075,39.1500005,30.06000025,16.13500025,7.38,33.63749975,2.8725,22.4560002,33.30207825,25.8825,43.44999975,14.0225,20.7875,59.750001,35.03250125,52.25499875,236.4619996,10.9875,30.86,57.134999,51.41250025,2.095,44.642501,19.33,21.4625,15.3925,37.5440002,20.4775,9.962,58.615,6.662,6.8875,3.7,NA,8.37,57.03500075,17.66750075,32.1625,8.662,18.2175,1.73825,51.6849995,57.06499975,13.0225,6.775,9.385,22.96250025,7.23,31.80749975,21.6,112.0175,115.102501,6.0625,19.5119998
1600041600,39.3919996,16.2719996,7.812,7.138,19.218,76.9940018,19.128,112.0419982,126.0610018,5.642,25.438,5.402,29.1,3.6636436,16.3579998,3.848,13.404,2.552,34.9525628,25.0060002,37.4520004,204.5080018,25.1279994,2.43,120.49250225,45.8740006,8.352,9.448,31.5940002,8.41,37.1459998,435.3440004,9.74,12.762,0.834,22.6799998,11.206,275.6660034,49.9979996,10.012,50.0019998,4.122,11.714,15.34,7.56,29.5879996,7.476,17.154,24.3159996,23.0074995,9.998,2.436,60.445999,8.262,148.1199982,45.876,NA,44.1620004,51.2719994,59.4700006,6.934,15.734,5.976,261.8880004,23.988,1.306,1.066,10.988,12.822,13.138,6.552,40.313999,9.898,6.234,NA,15.399,9.45,50.7099998,26.5273336,5.202,4.56,4.22,3.994,10.962,25.6333804,10.446,27.3549998,36.9060006,99.6719986,19.5799994,81.1812972,5.374,0.6546,1.232,82.2819996,54.3779998,9.976,7.982,15.922,33.5399994,12.014,181.150003,16.7160006,44.158001,38.7020004,2.452,86.883998,75.509999,14.558,37.4319998,30.1919998,56.5240006,33.9840006,50.604001,10.096,75.4300002,84.9899978,40.6000008,231.7319976,27.3900004,9.214,4.27,118.5279968,4.466,36.1599998,19.0779998,2.069,18.556,1.988,24.8819998,19.3020004,14.592,130.6860014,9.242,136.5839996,114.0339996,82.3240004,17.3779998,12.288,18.6440004,10.926,57.9839996,37.7719994,40.6540002,12.676,8.934,14.942,9.845,13.462,4.22,6.912,20.7320004,31.116,77.8399994,148.3860044,9.568,35.61,3.392,14.622,4.688,10.97,11.76,56.3220002,55.364,9.242,90.1839998,164.9940032,148.397998,3.218,5.3169642,65.6559998,70.7205016,52.6880006,1.4,27.5899996,60.1519996,16.712,2.93,26.7880002,13.488,204.676001,12.524,9.674,52.5639998,137.9700012,21.9580002,26.59250025,107.487999,4.79,14.85,27.1819996,17.0220002,3.93,5.758,29.3820004,32.6599996,76.7080018,39.2999998,30.946,16.4160002,8.056,34.872,3.024,21.9200002,33.8824128,24.9919998,41.6479996,13.7,21.8260002,62.2979994,34.6599998,53.0980002,241.2449955,11.224,31.6440008,57.5599996,52.86,2.094,46.0879998,19.354,21.8799998,15.8339998,32.9699996,21.038,9.972,58.0860002,7.004,7.594,4,NA,8.116,67.4299986,18.052,32.692,7.08,18.4580008,1.789,50.5399992,59.4199988,13.274,6.89,9.734,22.8699998,7.582,31.118,22.2460002,112.9180008,117.6319994,5.992,19.2940002
1600646400,42.9880006,16.6160006,7.046,6.692,18.31,76.85,18.4339996,109.9020006,125.0010024,4.96,23.7,4.922,28.2180004,3.3948888,14.328,3.55,12.108,3.808,34.170778,26.0800004,34.45,204.3119992,23.496,2.506,119.9160004,42.6559996,7.656,8.85,29.3780004,8.768,35.0619994,409.8220032,9.774,11.534,0.726,23.568,10.728,272.576007,49.5180002,9.196,49.4620002,3.888,10.772,13.8,7.272,27.8200002,6.346,15.3499998,24.746,26.0299994,10.004,2.32,59.3839998,7.454,153.2659972,45.6160006,NA,42.9379998,51.8619998,58.6520004,6.15,14.774,5.658,251.2540008,21.7040002,1.198,0.91,10.262,12.252,12.508,5.946,38.5879998,8.846,5.678,NA,15.1518,9.17,48.8760002,25.7780004,4.702,4.338,3.948,3.724,9.754,24.931526,10.36,23.7519996,39.0720002,93.6899996,18.112,79.156488,5.096,0.6142,1.092,77.2520004,50.5559998,9.974,7.352,14.52,29.6779998,10.972,184.4080018,15.356,42.4679998,38.1520006,2.372,83.6339996,74.4219984,14.08,33.5760012,29.1800002,57.696,23.1599998,47.2120004,9.566,73.0880006,94.1420012,37.4299994,274.272499,24.5100002,8.474,4.312,125.6359984,5.062,35.4060004,18.8740004,1.692,18.3059996,1.806,27.6919998,18.9120002,14.58,124.478,8.746,137.0680022,112.6,79.2499982,16.2059998,11.24,16.7500004,10.184,60.036,35.228,38.87,11.718,8.438,13.742,11.006,13.532,4.086,6.412,19.7660004,29.1239998,73.4820008,152.2600008,8.986,34.8580004,3.55,12.818,5.076,10.634,10.392,53.386,55.337999,7.654,87.394,153.2820008,144.8160034,2.9,4.8005952,63.0400002,69.346501,49.4080002,1.296,26.1879998,59.8999992,17.0200004,3.014,25.848,12.628,197.2299988,13.092,8.992,52.4299996,137.104001,20.1220002,26.43,103.312001,4.804,14.128,25.304,16.4539998,3.6,5.022,28.3499998,33.4879998,75.622,37.836,27.6959998,14.9640002,7.672,33.7759994,2.766,22.7360004,33.3005578,23.638,38.3800002,11.88,19.6240004,58.6020012,34.7600008,53.1079994,247.4600036,10.806,29.8199998,55.65,50.9840006,1.964,45.3980004,19.0680002,20.462,15.604,27.8159996,20.2599998,9.814,57.6879998,7.366,7.39,3.62,NA,7.542,67.9560012,16.154,31.1020006,5.848,17.9339996,1.68,46.1199998,53.9279998,12.594,5.83,8.842,21.4760002,6.966,29.8480004,22.1600002,110.9059998,121.266002,5.164,19.648
1601251200,45.2420008,16.314,7.321,6.718,18.9720002,81.9800004,20.7639996,114.9339982,132.9360016,4.756,24.0519998,4.848,28.4719996,3.2662818,15.15,3.432,12.576,2.868,34.5370012,25.9059998,36.4660002,209.1360016,23.6279998,2.368,117.2419998,43.1939996,7.044,8.914,29.7219998,9.224,34.0060006,426.5060058,9.592,11.586,0.756,22.7979998,9.978,285.028003,51.5299996,9.573,48.3719992,3.89,10.456,14.164,7.198,28.0600002,5.18,16.992,26.2520002,23.5440004,9.988,2.236,59.3560016,6.936,165.2440004,46.1619996,NA,43.8079994,59.4160004,59.6880006,5.836,14.792,5.484,261.4160034,21.6960002,1.312,0.822,9.998,13.582,12.388,6.656,38.93,9.164,5.712,NA,15.102,9.376,49.2219994,25.9073334,5.008,4.122,3.844,3.616,9.936,25.4764618,10.652,27.7659994,42.2799996,96.5279998,17.3979998,78.2538176,5.422,0.6116,1.01,73.7559998,48.3920008,9.9825,7.482,14.746,31.0760002,11.578,194.4800018,15.67,41.6759992,39.8140006,2.25,86.0199998,76.7080002,13.988,35.277999,28.4919996,59.464001,21.2039998,47.84,9.998,75.4919998,101.8660004,38.0080002,284.5420044,25.4080002,7.588,4.846,143.4059998,5.866,35.8019996,17.386,1.926,18.1639998,1.982,30.9199996,19.34,13.034,124.2660006,8.95,139.576001,117.7039992,80.954001,20.2240002,9.666,15.6380002,10.114,62.8640008,36.003999,35.204999,12.006,8.372,13.06,9.988,13.686,4.088,6.568,20.1779994,30.0420002,71.8880004,157.7040038,9.506,36.7219996,2.49,11.872,5.594,10.762,10.976,56.0240006,54.636,7.942,87.0039992,166.1760012,147.3220032,2.772,4.6934524,62.7259986,70.4375014,49.8879988,1.202,27.3059992,59.4520012,15.63,2.814,26.202,12.228,200.9080046,15.422,8.802,53.2440002,138.323999,21.314,27.152,102.8999998,4.57,14.788,26.3239998,17.4320004,3.726,5.09,31.3460002,33.8940002,76.8880008,37.4620002,27.635999,14.256,8.066,32.9019996,2.69,20.9779998,34.2726816,25.8340002,38.768,11.75,19.5099998,58.1659994,35.8799996,54.5019996,243.875998,10.966,28.6360004,57.142,52.9519996,1.86,43.2620004,19.7440002,22.1100006,15.816,28.2100002,19.6360002,10.948,57.9100008,7.462,6.752,3.57,NA,7.808,70.1319994,16.3479998,32.3499996,7.23,18.248,1.728,46.6740006,51.8699998,13.678,5.95,9.468,21.9159996,7.176,30.0079998,22.6539998,114.2520006,125.8979994,5.284,22.9160002
