"Date","Open","High","Low","Close","Adj Close","Volume"
1589860800,78.7575,79.629997,78.252502,78.285004,77.432907,101729600
1589947200,79.169998,79.879997,79.129997,79.807503,78.938835,111504800
1590033600,79.665001,80.222504,78.967499,79.212502,78.350311,102688800
1590120000,78.942497,79.807503,78.837502,79.722504,78.854767,81803200
1590465600,80.875,81.059998,79.125,79.182503,78.320625,125522000
1590552000,79.035004,79.677498,78.272499,79.527496,78.661865,112945200
1590638400,79.192497,80.860001,78.907501,79.5625,78.696503,133560800
1590724800,79.8125,80.287498,79.1175,79.485001,78.619843,153532400
1590984000,79.4375,80.587502,79.302498,80.462502,79.586708,80791200
1591070400,80.1875,80.860001,79.732498,80.834999,79.955139,87642800
1591156800,81.165001,81.550003,80.574997,81.279999,80.395302,104491200
1591243200,81.097504,81.404999,80.195,80.580002,79.702927,87560400
1591329600,80.837502,82.9375,80.807503,82.875,81.972939,137250400
1591588800,82.5625,83.400002,81.830002,83.364998,82.457611,95654400
1591675200,83.035004,86.402496,83.002502,85.997498,85.061455,147712400
1591761600,86.974998,88.692497,86.522499,88.209999,87.249863,166651600
1591848000,87.327499,87.764999,83.870003,83.974998,83.060966,201662400
1591934400,86.18,86.949997,83.555,84.699997,83.778069,200146000
1592193600,83.3125,86.419998,83.144997,85.747498,84.814163,138808800
1592280000,87.864998,88.300003,86.18,88.019997,87.061943,165428800
1592366400,88.787498,88.849998,87.772499,87.897499,86.940773,114406400
1592452800,87.852501,88.362503,87.305,87.932503,86.975403,96820400
1592539200,88.660004,89.139999,86.287498,87.43,86.478348,264476000
1592798400,87.834999,89.864998,87.787498,89.717499,88.740959,135445200
1592884800,91,93.095001,90.567497,91.6325,90.635117,212155600
1592971200,91.25,92.197502,89.629997,90.014999,89.035225,192623200
1593057600,90.175003,91.25,89.392502,91.209999,90.217216,137522400
1593144000,91.102501,91.330002,88.254997,88.407501,87.445229,205256800
1593403200,88.3125,90.542503,87.82,90.445,89.460548,130646000
1593489600,90.019997,91.495003,90,91.199997,90.207329,140223200
1593576000,91.279999,91.839996,90.977501,91.027496,90.036697,110737200
1593662400,91.962502,92.6175,90.910004,91.027496,90.036697,114041600
1594008000,92.5,93.945,92.467499,93.462502,92.445198,118655600
1594094400,93.852501,94.654999,93.057503,93.172501,92.158356,112424400
1594180800,94.18,95.375,94.089996,95.342499,94.304733,117092000
1594267200,96.262497,96.317497,94.672501,95.752502,94.710281,125642800
1594353600,95.334999,95.980003,94.705002,95.919998,94.875938,90257200
1594612800,97.264999,99.955002,95.2575,95.477501,94.438263,191649200
1594699200,94.839996,97.254997,93.877502,97.057503,96.001068,170989200
1594785600,98.989998,99.247498,96.489998,97.724998,96.661316,153198000
1594872000,96.5625,97.404999,95.904999,96.522499,95.471878,110577600
1594958400,96.987503,97.147499,95.839996,96.327499,95.279007,92186800
1595217600,96.417503,98.5,96.0625,98.357498,97.286919,90318000
1595304000,99.172501,99.25,96.7425,97,95.944199,103433200
1595390400,96.692497,97.974998,96.602501,97.272499,96.213737,89001600
1595476800,96.997498,97.077499,92.010002,92.845001,91.834427,197004400
1595563200,90.987503,92.970001,89.144997,92.614998,91.606926,185438800
1595822400,93.709999,94.904999,93.480003,94.809998,93.778023,121214000
1595908800,94.3675,94.550003,93.247498,93.252502,92.23748,103625600
1595995200,93.75,95.230003,93.712502,95.040001,94.005524,90329200
1596081600,94.1875,96.297501,93.767502,96.190002,95.143021,158130000
1596168000,102.885002,106.415001,100.824997,106.260002,105.103401,374336800
1596427200,108.199997,111.637497,107.892502,108.9375,107.751762,308151200
1596513600,109.1325,110.790001,108.387497,109.665001,108.471329,173071600
1596600000,109.377502,110.392502,108.897499,110.0625,108.864502,121776800
1596686400,110.404999,114.412498,109.797501,113.902496,112.662712,202428800
1596772800,113.205002,113.675003,110.292503,111.112503,110.101242,198045600
1597032000,112.599998,113.775002,110,112.727501,111.701538,212403600
1597118400,111.970001,112.482498,109.107498,109.375,108.379555,187902400
1597204800,110.497498,113.275002,110.297501,113.010002,111.981468,165598000
1597291200,114.43,116.042503,113.927498,115.010002,113.963272,210082000
1597377600,114.830002,115,113.044998,114.907501,113.86171,165565200
1597636800,116.0625,116.087502,113.962502,114.607498,113.56443,119561600
1597723200,114.352501,116,114.0075,115.5625,114.510742,105633600
1597809600,115.982498,117.162498,115.610001,115.707497,114.654419,145538000
1597896000,115.75,118.392502,115.732498,118.275002,117.198563,126907200
1597982400,119.262497,124.8675,119.25,124.370003,123.238083,338054800
1598241600,128.697495,128.785004,123.9375,125.857498,124.712036,345937600
1598328000,124.697502,125.18,123.052498,124.824997,123.688934,211495600
1598414400,126.18,126.9925,125.082497,126.522499,125.370987,163022400
1598500800,127.142502,127.485001,123.832497,125.010002,123.872261,155552400
1598587200,126.012497,126.442497,124.577499,124.807503,123.6716,187630000
1598846400,127.580002,131,126,129.039993,127.865585,225702700
1598932800,132.759995,134.800003,130.529999,134.179993,132.958786,151948100
1599019200,137.589996,137.979996,127,131.399994,130.204086,200119000
1599105600,126.910004,128.839996,120.5,120.879997,119.779846,257599600
1599192000,120.07,123.699997,110.889999,120.959999,119.859116,332607200
1599537600,113.949997,118.989998,112.68,112.82,111.793198,231366600
1599624000,117.260002,119.139999,115.260002,117.32,116.252243,176940500
1599710400,120.360001,120.5,112.5,113.489998,112.457115,182274400
1599796800,114.57,115.230003,110,112,110.980659,180860300
1600056000,114.720001,115.93,112.800003,115.360001,114.310089,140150100
1600142400,118.330002,118.830002,113.610001,115.540001,114.488457,184642000
1600228800,115.230003,116,112.040001,112.129997,111.109482,154679000
1600315200,109.720001,112.199997,108.709999,110.339996,109.33577,178011000
1600401600,110.400002,110.879997,106.089996,106.839996,105.86763,287104900
1600660800,104.540001,110.190002,103.099998,110.080002,109.078148,195713800
1600747200,112.68,112.860001,109.160004,111.809998,110.792404,183055400
1600833600,111.620003,112.110001,106.769997,107.120003,106.145073,150718700
1600920000,105.169998,110.25,105,108.220001,107.235062,167743300
1601006400,108.43,112.440002,107.669998,112.279999,111.25811,149981400
1601265600,115.010002,115.32,112.779999,114.959999,113.913727,137672400
1601352000,114.550003,115.309998,113.57,114.089996,113.051643,99382200
1601438400,113.790001,117.260002,113.620003,115.809998,114.755981,142675200
1601524800,117.639999,117.720001,115.830002,116.790001,115.727066,116120400
1601611200,112.889999,115.370003,112.220001,113.019997,111.991371,144712000
1601870400,113.910004,116.650002,113.550003,116.5,115.439713,106243800
1601956800,115.699997,116.120003,112.25,113.160004,112.130112,161498200
1602043200,114.620003,115.550003,114.129997,115.080002,114.032631,96849000
1602129600,116.25,116.400002,114.589996,114.970001,113.923645,83477200
1602216000,115.279999,117,114.919998,116.970001,115.905434,100506900
1602475200,120.059998,125.18,119.279999,124.400002,123.267815,240226800
1602561600,125.269997,125.389999,119.650002,121.099998,119.997841,262330500
1602648000,121,123.029999,119.620003,121.190002,120.087029,150712000
1602734400,118.720001,121.199997,118.150002,120.709999,119.611397,112559200
1602820800,121.279999,121.550003,118.809998,119.019997,117.936768,115393800
1603080000,119.959999,120.419998,115.660004,115.980003,114.924446,120639300
1603166400,116.199997,118.980003,115.629997,117.510002,116.440521,124423700
1603252800,116.669998,118.709999,116.449997,116.870003,115.806351,89946000
1603339200,117.449997,118.040001,114.589996,115.75,114.696541,101988000
1603425600,116.389999,116.550003,114.279999,115.040001,113.993004,82572600
1603684800,114.010002,116.550003,112.879997,115.050003,114.002914,111850700
1603771200,115.489998,117.279999,114.540001,116.599998,115.538811,92276800
1603857600,115.050003,115.43,111.099998,111.199997,110.187943,143937800
1603944000,112.370003,116.93,112.199997,115.32,114.270447,146129200
1604030400,111.059998,111.989998,107.720001,108.860001,107.86924,190272600
1604293200,109.110001,110.68,107.32,108.769997,107.780052,122866900
1604379600,109.660004,111.489998,108.730003,110.440002,109.434868,107624400
1604466000,114.139999,115.589996,112.349998,114.949997,113.903824,138235500
1604552400,117.949997,119.620003,116.870003,119.029999,117.946686,126387100
1604638800,118.32,119.199997,116.129997,118.690002,117.812683,114457900
1604898000,120.5,121.989998,116.050003,116.32,115.460205,154515300
1604984400,115.550003,117.589996,114.129997,115.970001,115.112785,138023400
1605070800,117.190002,119.629997,116.440002,119.489998,118.606773,112295000
1605157200,119.620003,120.529999,118.57,119.209999,118.328842,103162300
1605243600,119.440002,119.669998,117.870003,119.260002,118.378464,81581900
1605502800,118.919998,120.989998,118.150002,120.300003,119.410782,91183000
1605589200,119.550003,120.669998,118.959999,119.389999,118.507515,74271000
1605675600,118.610001,119.82,118,118.029999,117.157562,76322100
1605762000,117.589996,119.059998,116.809998,118.639999,117.763054,74113000
1605848400,118.639999,118.769997,117.290001,117.339996,116.472656,73604300
1606107600,117.18,117.620003,113.75,113.849998,113.008461,127959300
1606194000,113.910004,115.849998,112.589996,115.169998,114.318703,113874200
1606280400,115.550003,116.75,115.169998,116.029999,115.172333,76499200
1606453200,116.57,117.489998,116.220001,116.589996,115.728195,46691300
1606712400,116.970001,120.970001,116.809998,119.050003,118.170029,169410200
1606798800,121.010002,123.470001,120.010002,122.720001,121.812897,127728200
1606885200,122.019997,123.370003,120.889999,123.080002,122.170235,89004200
1606971600,123.519997,123.779999,122.209999,122.940002,122.031281,78967600
1607058000,122.599998,122.860001,121.519997,122.25,121.346367,78260400
1607317200,122.309998,124.57,122.25,123.75,122.835289,86712000
1607403600,124.370003,124.980003,123.089996,124.379997,123.460617,82225500
1607490000,124.529999,125.949997,121,121.779999,120.879845,115089200
1607576400,120.5,123.870003,120.150002,123.239998,122.329048,81312200
1607662800,122.43,122.760002,120.550003,122.410004,121.505196,86939800
1607922000,122.599998,123.349998,121.540001,121.779999,120.879845,79184500
1608008400,124.339996,127.900002,124.129997,127.879997,126.934753,157243700
1608094800,127.410004,128.369995,126.559998,127.809998,126.865273,98208600
1608181200,128.899994,129.580002,128.039993,128.699997,127.748688,94359800
1608267600,128.960007,129.100006,126.120003,126.660004,125.723778,192541500
1608526800,125.019997,128.309998,123.449997,128.229996,127.282158,121251600
1608613200,131.610001,134.410004,129.649994,131.880005,130.905182,168904800
1608699600,132.160004,132.429993,130.779999,130.960007,129.992004,88223700
1608786000,131.320007,133.460007,131.100006,131.970001,130.994537,54930100
1609131600,133.990005,137.339996,133.509995,136.690002,135.679642,124486200
1609218000,138.050003,138.789993,134.339996,134.869995,133.873093,121047300
1609304400,135.580002,135.990005,133.399994,133.720001,132.731583,96452100
1609390800,134.080002,134.740005,131.720001,132.690002,131.709198,99116600
1609736400,133.520004,133.610001,126.760002,129.410004,128.453445,143301900
1609822800,128.889999,131.740005,128.429993,131.009995,130.041611,97664900
1609909200,127.720001,131.050003,126.379997,126.599998,125.664207,155088000
1609995600,128.360001,131.630005,127.860001,130.919998,129.952286,109578200
1610082000,132.429993,132.630005,130.229996,132.050003,131.073944,105158200
1610341200,129.190002,130.169998,128.5,128.979996,128.026596,100384500
1610427600,128.5,129.690002,126.860001,128.800003,127.847954,91951100
1610514000,128.759995,131.449997,128.490005,130.889999,129.922501,88636800
1610600400,130.800003,131,128.759995,128.910004,127.957138,90221800
1610686800,128.779999,130.220001,127,127.139999,126.200218,111598500
1611032400,127.779999,128.710007,126.940002,127.830002,126.885124,90757300
1611118800,128.660004,132.490005,128.550003,132.029999,131.054077,104319500
1611205200,133.800003,139.669998,133.589996,136.869995,135.858292,120150900
1611291600,136.279999,139.850006,135.020004,139.070007,138.042053,114459400
1611550800,143.070007,145.089996,136.539993,142.919998,141.863571,157611700
1611637200,143.600006,144.300003,141.369995,143.160004,142.101807,98390600
1611723600,143.429993,144.300003,140.410004,142.059998,141.009933,140843800
1611810000,139.520004,141.990005,136.699997,137.089996,136.076691,142621100
1611896400,135.830002,136.740005,130.210007,131.960007,130.984604,177523800
1612155600,133.75,135.380005,130.929993,134.139999,133.148483,106239800
1612242000,135.729996,136.309998,134.610001,134.990005,133.992203,83305400
1612328400,135.759995,135.770004,133.610001,133.940002,132.949982,89880900
1612414800,136.300003,137.399994,134.589996,137.389999,136.374451,84183100
1612501200,137.350006,137.419998,135.860001,136.759995,135.95195,75693800
1612760400,136.029999,136.960007,134.919998,136.910004,136.101089,71297200
1612846800,136.619995,137.880005,135.850006,136.009995,135.20639,76774200
1612933200,136.479996,136.990005,134.399994,135.389999,134.590057,73046600
1613019600,135.899994,136.389999,133.770004,135.130005,134.331604,64280000
1613106000,134.350006,135.529999,133.690002,135.369995,134.570175,60145100
1613451600,135.490005,136.009995,132.789993,133.190002,132.403046,80576300
1613538000,131.25,132.220001,129.470001,130.839996,130.066956,97918500
1613624400,129.199997,130,127.410004,129.710007,128.943619,96856700
1613710800,130.240005,130.710007,128.800003,129.869995,129.102661,87668800
1613970000,128.009995,129.720001,125.599998,126,125.255539,103916400
1614056400,123.760002,126.709999,118.389999,125.860001,125.116371,158273000
1614142800,124.940002,125.559998,122.230003,125.349998,124.609383,111039900
1614229200,124.68,126.459999,120.540001,120.989998,120.275139,148199500
1614315600,122.589996,124.849998,121.199997,121.260002,120.543549,164560400
1614574800,123.75,127.93,122.790001,127.790001,127.034966,116307900
1614661200,128.410004,128.720001,125.010002,125.120003,124.380745,102260900
1614747600,124.809998,125.709999,121.839996,122.059998,121.338829,112966300
1614834000,121.75,123.599998,118.620003,120.129997,119.420219,178155000
1614920400,120.980003,121.940002,117.57,121.419998,120.702599,153766600
1615179600,120.93,121,116.209999,116.360001,115.672493,154376600
1615266000,119.029999,122.059998,118.790001,121.089996,120.37455,129525800
1615352400,121.690002,122.169998,119.449997,119.980003,119.271118,111943300
1615438800,122.540001,123.209999,121.260002,121.959999,121.23941,103026500
1615525200,120.400002,121.169998,119.160004,121.029999,120.314903,88105100
1615780800,121.410004,124,120.419998,123.989998,123.257416,92403800
1615867200,125.699997,127.220001,124.720001,125.57,124.828079,115227900
1615953600,124.050003,125.860001,122.339996,124.760002,124.022873,111932600
1616040000,122.879997,123.18,120.32,120.529999,119.817856,121229700
1616126400,119.900002,121.43,119.68,119.989998,119.281052,185549500
1616385600,120.330002,123.870003,120.260002,123.389999,122.660973,111912300
1616472000,123.330002,124.239998,122.139999,122.540001,121.815987,95467100
1616558400,122.82,122.900002,120.07,120.089996,119.380455,88530500
1616644800,119.540001,121.660004,119,120.589996,119.877495,98844700
1616731200,120.349998,121.480003,118.919998,121.209999,120.493835,94071200
1616990400,121.650002,122.580002,120.730003,121.389999,120.672775,80819200
1617076800,120.110001,120.400002,118.860001,119.900002,119.191582,85671900
1617163200,121.650002,123.519997,121.150002,122.150002,121.428291,118323800
1617249600,123.660004,124.18,122.489998,123,122.27327,75089100
1617595200,123.870003,126.160004,123.07,125.900002,125.156136,88651200
1617681600,126.5,127.129997,125.650002,126.209999,125.464302,80171300
1617768000,125.830002,127.919998,125.139999,127.900002,127.144318,83466700
1617854400,128.949997,130.389999,128.520004,130.360001,129.589783,88844600
1617940800,129.800003,133.039993,129.470001,133,132.214172,106686700
1618200000,132.520004,132.850006,130.630005,131.240005,130.4646,91420000
1618286400,132.440002,134.660004,131.929993,134.429993,133.635727,91266500
1618372800,134.940002,135,131.660004,132.029999,131.249924,87222800
1618459200,133.820007,135,133.639999,134.5,133.705307,89347100
1618545600,134.300003,134.669998,133.279999,134.160004,133.367355,84922400
1618804800,133.509995,135.470001,133.339996,134.839996,134.043304,94264200
1618891200,135.020004,135.529999,131.809998,133.110001,132.323532,94812300
1618977600,132.360001,133.75,131.300003,133.5,132.711227,68847100
1619064000,133.039993,134.149994,131.410004,131.940002,131.160446,84566500
1619150400,132.160004,135.119995,132.160004,134.320007,133.526382,78657500
1619409600,134.830002,135.059998,133.559998,134.720001,133.924026,66905100
1619496000,135.009995,135.410004,134.110001,134.389999,133.595963,66015800
1619582400,134.309998,135.020004,133.080002,133.580002,132.790756,107760100
1619668800,136.470001,137.070007,132.449997,133.479996,132.691345,151101000
1619755200,131.779999,133.559998,131.070007,131.460007,130.683289,109839500
1620014400,132.039993,134.070007,131.830002,132.539993,131.756882,75135100
1620100800,131.190002,131.490005,126.699997,127.849998,127.094612,137564700
1620187200,129.199997,130.449997,127.970001,128.100006,127.34314,84000900
1620273600,127.889999,129.75,127.129997,129.740005,128.97345,78128300
1620360000,130.850006,131.259995,129.479996,130.210007,129.660553,78973300
1620619200,129.410004,129.539993,126.809998,126.849998,126.314713,88071200
1620705600,123.5,126.269997,122.769997,125.910004,125.378677,126142800
1620792000,123.400002,124.639999,122.25,122.769997,122.251923,112172300
1620878400,124.580002,126.150002,124.260002,124.970001,124.44265,105861300
1620964800,126.25,127.889999,125.849998,127.449997,126.912178,81918000
1621224000,126.82,126.93,125.169998,126.269997,125.737152,74244600
1621310400,126.559998,126.989998,124.779999,124.849998,124.323151,63342900
1621396800,123.160004,124.919998,122.860001,124.690002,124.163826,92612000
1621483200,125.230003,127.720001,125.099998,127.309998,126.772766,76857100
1621569600,127.82,128,125.209999,125.43,124.900703,79295400
1621828800,126.010002,127.940002,125.940002,127.099998,126.563652,63092900
1621915200,127.82,128.320007,126.32,126.900002,126.364502,72009500
1622001600,126.959999,127.389999,126.419998,126.849998,126.314713,56575900
1622088000,126.440002,127.639999,125.080002,125.279999,124.751335,94625600
1622174400,125.57,125.800003,124.550003,124.610001,124.084167,71311100
1622520000,125.080002,125.349998,123.940002,124.279999,123.755562,67637100
1622606400,124.279999,125.239998,124.050003,125.059998,124.532265,59278900
1622692800,124.68,124.849998,123.129997,123.540001,123.018684,76229200
1622779200,124.07,126.160004,123.849998,125.889999,125.358765,75169300
1623038400,126.169998,126.32,124.830002,125.900002,125.368721,71057600
1623124800,126.599998,128.460007,126.209999,126.739998,126.205177,74403800
1623211200,127.209999,127.75,126.519997,127.129997,126.593529,56877900
1623297600,127.019997,128.190002,125.940002,126.110001,125.577835,71186400
1623384000,126.529999,127.440002,126.099998,127.349998,126.812599,53522400
1623643200,127.82,130.539993,127.07,130.479996,129.929382,96906500
1623729600,129.940002,130.600006,129.389999,129.639999,129.092926,62746300
1623816000,130.369995,130.889999,128.460007,130.149994,129.6008,91815000
1623902400,129.800003,132.550003,129.649994,131.789993,131.233856,96721700
1623988800,130.710007,131.509995,130.240005,130.460007,129.909485,108953300
1624248000,130.300003,132.410004,129.210007,132.300003,131.741699,79663300
1624334400,132.130005,134.080002,131.619995,133.979996,133.414627,74783600
1624420800,133.770004,134.320007,133.229996,133.699997,133.135803,60214200
1624507200,134.449997,134.639999,132.929993,133.410004,132.847031,68711000
1624593600,133.460007,133.889999,132.809998,133.110001,132.548294,70783700
1624852800,133.410004,135.25,133.350006,134.779999,134.211243,62111300
1624939200,134.800003,136.490005,134.350006,136.330002,135.7547,64556100
1625025600,136.169998,137.410004,135.869995,136.960007,136.38205,63261400
1625112000,136.600006,137.330002,135.759995,137.270004,136.69075,52485800
1625198400,137.899994,140,137.75,139.960007,139.3694,78852600
1625544000,140.070007,143.149994,140.070007,142.020004,141.4207,108181800
1625630400,143.539993,144.889999,142.660004,144.570007,143.959946,104911600
1625716800,141.580002,144.059998,140.669998,143.240005,142.635559,105575500
1625803200,142.75,145.649994,142.649994,145.110001,144.497665,99890800
1626062400,146.210007,146.320007,144,144.5,143.890228,76299700
1626148800,144.029999,147.460007,143.630005,145.639999,145.025421,100827100
1626235200,148.100006,149.570007,147.679993,149.149994,148.520599,127050800
1626321600,149.240005,150,147.089996,148.479996,147.853424,106820300
1626408000,148.460007,149.759995,145.880005,146.389999,145.772263,93251400
1626667200,143.75,144.070007,141.669998,142.449997,141.848877,121434600
1626753600,143.460007,147.100006,142.960007,146.149994,145.533264,96350000
1626840000,145.529999,146.130005,144.630005,145.399994,144.786423,74993500
1626926400,145.940002,148.199997,145.809998,146.800003,146.180527,77338200
1627012800,147.550003,148.720001,146.919998,148.559998,147.93309,71447400
1627272000,148.270004,149.830002,147.699997,148.990005,148.361282,72434100
1627358400,149.119995,149.210007,145.550003,146.770004,146.15065,104818600
1627444800,144.809998,146.970001,142.539993,144.979996,144.36821,118931200
1627531200,144.690002,146.550003,144.580002,145.639999,145.025421,56699500
1627617600,144.380005,146.330002,144.110001,145.860001,145.244476,70440600
1627876800,146.360001,146.949997,145.25,145.520004,144.905945,62880000
1627963200,145.809998,148.039993,145.179993,147.360001,146.738159,64786600
1628049600,147.270004,147.789993,146.279999,146.949997,146.329895,56368300
1628136000,146.979996,147.839996,146.169998,147.059998,146.439423,46397700
1628222400,146.350006,147.110001,145.630005,146.139999,145.741333,54126800
1628481600,146.199997,146.699997,145.520004,146.089996,145.691467,48908700
1628568000,146.440002,147.710007,145.300003,145.600006,145.20282,69023100
1628654400,146.050003,146.720001,145.529999,145.860001,145.462097,48493500
1628740800,146.190002,149.050003,145.839996,148.889999,148.483841,72282600
1628827200,148.970001,149.440002,148.270004,149.100006,148.693283,59375000
1629086400,148.539993,151.190002,146.470001,151.119995,150.707748,103296000
1629172800,150.229996,151.679993,149.089996,150.190002,149.780304,92229700
1629259200,149.800003,150.720001,146.149994,146.360001,145.960739,86326000
1629345600,145.029999,148,144.5,146.699997,146.299805,86960300
1629432000,147.440002,148.5,146.779999,148.190002,147.785751,60549600
1629691200,148.309998,150.190002,147.889999,149.710007,149.30162,60131800
1629777600,149.449997,150.860001,149.149994,149.619995,149.211838,48606400
1629864000,149.809998,150.320007,147.800003,148.360001,147.955276,58991300
1629950400,148.350006,149.119995,147.509995,147.539993,147.137512,48597200
1630036800,147.479996,148.75,146.830002,148.600006,148.194641,55802400
