"","Week","TWTR","F","NIO","CCL","AMD","AAPL","DIDI","SOFI","AMC","BAC","ITUB","NVDA","BBD","PLTR","DNA","BABA","VALE","TLRY","TELL","AAL","NCLH","TSLA","FB","AUY","SWN","T","PBR","NOK","KGC","PLUG","OXY","LCID","CLF","SNAP","WFC","BEKE","MU","GM","RIVN","XOM","C","UBER","INTC","FCEL","MSFT","VZ","PFE","RBLX","BTU","GOLD","TEVA","SQ","IQ","RIG","ABEV","MRO","SBUX","LYG","DKNG","NLY","EDU","JOBY","HOOD","PCG","BP","GRAB","KO","PDD","QCOM","GGB","CHNG","M","BTG","ET","CVE","MARA","SPCE","ISBC","FCX","CSX","KOS","PATH","XPEV","JBLU","PYPL","CS","CSCO","UPST","UMC","ZNGA","UAL","TME","BILI","MRK","AFRM","MS","X","BCS","DAL","ERIC","JPM","RLX","PLAN","MOS","SIRI","BMY","BKR","KMI","NLSN","ZIM","OPEN","BA","AMAT","CFG","CMCSA","QS","DISCA","ON","LAC","RLLCF","HPQ","CPG","HL","CCJ","MQ","CHPT","AVTR","TAL","GFI","FTI","MRVL","CVX","PBR-A","PPL","LUMN","PINS","BB","AGNC","VTRS","RYCEY","KDP","DIS","PSLV","TSM","GPS","SLB","STNE","HBAN","NKLA","HAL"
"1",2019 W01,28.9166666666667,7.92,6.20333333333333,49.0899986666667,18.293333,37.3641666666667,15.3566666666667,14.8699998,13.1633333333333,25.0333326666667,8.11211866666667,33.3666666666667,8.952778,9.38666666666667,10.228,135.683334333333,13.44,70.1366653333333,7.21666666666667,31.5266666666667,42.0399996666667,61.8779983333333,135.123331666667,2.44,3.75333333333333,29.8200003333333,14.3433333333333,5.74666666666667,3.23666666666667,1.31,62.1500003333333,9.89,7.98666666666667,5.80666666666667,47.1533333333333,35.2199995,32.1500003333333,33.0733336666667,117.889999333333,69.8200023333333,53.7400003333333,41.57,46.263335,6.72,100.150001666667,56.2000006666667,40.5724223333333,71.033333,31.02,13.0633333333333,16.5700003333333,55.933333,15.42,7.33333333333333,4.28666666666667,14.9166666666667,63.1399996666667,2.59333333333333,9.8,9.97333333333333,5.52766666666667,10.722,34.985001,24.05,39.1433333333333,12.0025,47.0466663333333,22.14,56.566667,4.02333333333333,14.8,29.9666663333333,2.92666666666667,13.59,7.39,1.54666666666667,10.02,10.7933333333333,10.4166666666667,20.635556,4.31333333333333,73.113332,22.005,16.2266666666667,84.703331,11.1,42.313333,36.443333,1.74,3.97333333333333,82.2866666666667,12.88,13.6433333333333,71.8511453333333,109.435,40.4600003333333,19.11,7.68333333333333,47.8300006666667,8.53666666666667,99.036667,29.51,24.67,29.34,6.00333333333333,48.146666,21.306666,15.9166666666667,23.780001,11.775,10.867,320.596659666667,32.9066673333333,30.833334,34.9399996666667,9.8506,25.883333,16.3100003333333,3.26,1e-04,20.426666,3.22,2.52333333333333,11.4166666666667,30.64,9.762,14.5,25.7466666666667,3.62666666666667,15.00496,16.17,110.026667333333,12.9933333333333,28.3300006666667,15.6333333333333,24.4,7.07333333333333,17.8100003333333,27.9966666666667,10.2133333333333,25.2933336666667,108.303334666667,5.66333333333333,35.283334,25.646667,37.963333,19.2066663333333,12.1866666666667,9.71666666666667,27.616666
"2",2019 W02,32.2699996,8.574,6.556,51.8440012,20.3040002,37.9039992,11.91,19.1740004,14.08,25.718,8.3314098,35.9934994,9.2666668,9.776,10.268,148.9640012,14.182,82.2520006,8.04,32.5259994,45.3679994,68.0428008,142.5619996,2.44,4.24,30.7080002,15.33,6.12,3.194,1.514,65.5320006,9.834,8.692,6.278,47.7199996,40.8419998,35.0199998,35.2520004,143.8840012,71.95,56.1159998,40.6519996,48.136,6.72,103.1059998,57.5539998,40.833017,72.7480012,31.474,12.502,17.986,64.4200002,17.494,8.412,4.44,15.9260002,63.7980004,2.738,9.8,9.878,6.0604,10.664,52.1699994,17.938,40.2980006,12.6054,47.0820002,25.0579998,56.66,4.18,14.6775,28.798,2.874,14.898,8.016,1.648,10.042,11.316,11.364,21.3126674,4.922,75.7760012,20.4520006,17.0340002,89.3059998,11.614,43.3640008,44.80499925,1.784,4.216,82.162001,12.95,15.284,71.7958022,111.52999875,41.6600008,20.8040006,8.04,48.2160002,8.858,100.4060014,24.52,27.4899998,31.3080002,6.154,47.858001,23.0759996,17.0920002,25.4740002,14.254,11.374,343.59599,34.209999,32.2639998,35.7320006,9.835,26.9960004,17.5459998,3.354,1e-04,21.2019996,3.364,2.752,12.066,30.7720002,9.812,16.826,28.3040002,3.666,16.7008922,16.9660006,112.6579988,13.522,29.3120004,16.2919996,27.2579996,7.48,17.8339998,29.4440004,10.92,26.3039996,112.0199998,5.662,35.7619998,25.6679996,41.0940004,21.0740006,12.564,9.72,29.9180006
"3",2019 W03,32.7959996,8.612,6.77,53.2540002,20.2719998,38.534501,12.106,22.25,14.222,27.932,8.2588622,37.8899994,9.3866664,9.664,10.108,153.596002,14.276,85.8579988,8,32.84,46.3479996,66.9779992,148.043997,2.41,4.444,30.6759996,15.338,6.022,3.13,1.402,65.8199998,9.778,8.75,6.082,48.8539986,48.7360008,34.3760002,37.9499992,116.2349985,72.0119978,61.618,41.2639998,48.5479994,6.576,105.2540008,57.4260002,40.2675522,68.2639998,33.0480002,11.94,18.7059998,67.623999,17.3099998,8.556,4.716,15.818,64.0399994,2.884,9.776,10.146,6.342,10.955,52.1379998,7.182,40.3339996,12.9464,47.2620004,24.6900002,55.6679998,4.032,14.788,25.0160002,2.806,14.682,8.058,1.504,10.044,11.68,11.94,21.8806664,5.07,70.8180008,18.54500025,17.3420002,90.8200012,12.098,44.0859992,40.75,1.812,4.268,83.9599992,12.988,15.9680002,71.3645034,105.4159988,43.2140002,20.8719998,8.354,47.8820008,8.486,102.5259992,25,28.5020002,31.6859998,6.01,49.308,23.4360002,17.5499996,25.4059996,17.4740004,11.63,355.695996,34.3,33.8880004,35.9240006,14.218,27.2439998,17.8819996,3.32,1e-04,21.166,3.412,2.52,12.124,29.4060002,9.71,17.49000025,29.8779998,3.608,17.2142866,16.7839998,112.3140016,13.402,29.6019998,15.914,30.9139998,7.646,17.9780004,29.4519998,11.428,26.4280002,111.4280014,5.62,36.1139998,25.35,42.078,21.0080004,13.186,9.8,30.8460004
"4",2019 W04,31.9325005,8.575,6.5875,54.8299995,20.58499975,38.60499975,10.406,20.73,13.89,29.1675,8.1554,38.503124,9.40416675,9.442,9.896,154.81250025,14.43,73.4624995,8.115,33.2575005,47.06000025,58.75300025,146.67750175,2.435,4.34,30.68249975,15.5,6.195,3.1575,1.355,65.30000125,9.7134,8.9925,6.1225,50.02250025,49.3839998,35.915,38.15499975,114.1319992,71.57750125,62.67749875,40.27499975,48.2524995,6.33,106.4399985,57.0550005,39.37855825,66.09249875,34.7475005,11.9125,19.2774995,72.21499975,18.73500025,8.51,4.53,15.7375,65.91249825,2.9975,9.776,10.2975,7.38275,11.0718,46.1979988,10.3525,40.10500075,13.4295,47.76249975,27.52,52.04250025,4.18,14.042,24.90500025,2.815,14.15,7.68,1.56,10.05,11.69,11.6575,21.8466665,4.815,69.7740006,19.9320002,17.61000025,91.7299995,12.325,45.495,50.5239998,1.8775,4.345,83.59749775,15.2325,16.5525,70.9422725,108.7559984,42.39750025,20.9624995,8.505,47.402499,8.56,102.93749975,23.2840004,30.23249975,31.2574995,5.815,49.4075,23.32000025,17.52249975,25.315,21.05500025,11.536,359.744995,36.43999975,35.1800005,35.97000025,18.6274995,27.03999975,18.6200005,3.0825,1e-04,21.65750025,3.065,2.385,11.71,28.4260004,9.678,17.336,30.70749975,3.7475,17.0684515,17.3525,112.6149995,13.505,30.4575,15.075,29.1,7.7975,18.0200005,28.5499995,11.5175,26.43249975,110.84,5.5775,37.15999975,25.3125,43.95750025,22.7425005,13.52,9.845,31.404999
"5",2019 W05,32.7559996,8.73,7.37,57.0760002,22.288,40.4595002,9.024,24.6440002,14.232,28.9879992,8.5325638,34.774,9.8633334,10.526,9.876,163.8160032,12.056,80.1740006,9.628,36.2160004,50.1679998,60.8736008,154.896002,2.748,4.442,30.1600002,15.8779998,6.418,3.312,1.374,66.8700012,9.694,10.14,6.586,49.5159996,47.00749975,38.3060004,38.7639998,117.0280016,72.8479996,63.881999,43.6159996,47.328,6.264,104.322,54.3919998,39.3187858,70.6800018,35.7279998,12.992,19.8180004,71.6919998,19.6439998,8.578,4.808,15.91,67.668001,3,9.836,10.4,7.5838,11.18,47.4760004,13.15,40.5799996,12.975,47.8520006,29.2359998,49.868,4.262,14.318,25.8379992,3.066,14.58,7.834,1.408,10.0698,12.01,11.03,21.9486672,5.072,73.5740006,18.25,18.1080004,90.9220016,12.246,46.6099998,58.3419998,1.88,4.45,86.4999984,14.874,17.964,70.6870222,131.1740004,42.4100008,21.9639998,8.408,49.1699994,8.866,103.9679992,22.835,30.602,32.0319996,5.844,48.9519998,23.6000002,18.0959996,25.632,20.0080002,11.714,377.7299988,38.9780006,34.6139992,36.0480004,18.3079996,27.7739998,19.984,3.19,1e-04,22.0700002,2.956,2.6,12.13,27.60500075,9.721,18.102,30.554,4,17.1339278,18.3600004,114.0060014,13.812,30.9059998,15.128,28.362,8.056,17.9560002,29.7660004,11.586,26.7559992,110.9319994,5.76,37.2680002,25.3900002,44.4020004,22.0939998,13.436,9.878,31.426
"6",2019 W06,32.6559994,8.574,7.968,57.7280004,23.2839994,43.0510002,9.764,23.2160002,13.85,28.5840002,8.3264636,37.3859994,10.0549998,11.494,9.88,168.8740022,11.636,80.743999,9.828,36.527999,51.8340002,62.590799,168.9220032,2.756,4.018,29.5599998,16.1819996,6.054,3.378,1.36,66.309999,9.658,10.98,8.046,48.6560012,56.7059996,39.6640006,39.0980004,111.5220002,74.8660002,63.3159994,42.9540002,49.4400002,5.616,105.9859986,53.8980004,40.0018974,77.5820006,32.7999992,13.382,19.0739996,72.4279984,20.728,8.642,4.94,15.68,68.931999,2.974,9.85,10.416,7.77,11.172,44.0739998,13.86,42.4880006,13.243,49.3379988,28.1440002,50.4719994,4.188,13.826,25.6,3.076,14.786,7.682,1.752,10.082,12.6,11.822,22.7160004,5.21,83.4960008,18.9540002,18.0699994,91.7800004,11.956,47.1959992,59.43500025,1.842,4.646,88.7720002,14.898,17.7519996,73.6164124,110.8050005,41.9160004,22.6900002,8.254,50.4560004,8.786,103.1039994,18.8279998,31.5280002,31.8400004,5.97,50.4819998,24.698,18.1739996,25.812,20.2399994,11.971,405.673999,39.5999994,34.8500008,37.2739996,17.446,28.8560006,22.0759998,3.096,2e-04,22.8399998,2.69,2.626,12.688,25.918,9.75,18.834,31.4760002,3.72,17.2261906,18.598,118.7820006,13.806,31.0679994,14.458,25.0319998,8.216,17.826,30.7399996,11.838,27.2700006,111.666002,5.712,38.1680002,25.0040002,44.209999,21.9959998,13.534,9.926,31.3559998
"7",2019 W07,30.7859998,8.432,7.456,56.9579994,23.0879996,42.5859994,8.934,23.52499975,13.476,28.6600004,8.2258862,38.1184998,10.0733334,15.002,9.87,168.0179994,11.908,76.3520004,9.686,35.9419998,52.292,61.7788004,164.269998,2.636,4.04,29.9239996,16.218,6.278,3.302,1.484,66.0399992,9.646,11.464,9.034,48.6920004,54.6120002,40.9760012,38.9279998,94.99499875,75.9459992,62.801999,44.0720004,50.344,6.072,106.814,54.4279992,39.776091,70.9259994,30.62,13.096,18.1660002,75.369998,21.4959998,8.466,4.934,16.052,70.359999,2.934,9.85,10.35,7.7958,11.5775,41.15749925,15.184,42.2859992,14.306,47.9780008,27.0500004,51.5260004,4.188,13.234,25.0119998,2.968,14.734,8.162,2.128,10.092,12.7,11.95,23.7086666,5.596,77.76999875,19.9520006,18.0479994,94.0820006,11.772,48.1600006,64.7699992,1.784,4.936,88.432001,16.014,18.0020006,74.9999984,99.317,41.0520006,22.7399998,8.104,50.4940004,9.196,102.9079984,17.898,32.6620008,31.7840004,5.922,50.6579994,25.2319996,18.6339996,26.1039996,21.5020002,11.538,410.6080016,40.2499992,36.076001,37.2599998,16.8180002,28.6319994,22.7559998,3.054,2e-04,23.2080004,2.698,2.588,12.216,26.4820002,9.742,18.818,32.8880006,3.774,17.025298,19.1520002,118.55,13.95,30.8099998,13.976,25.45249975,8.472,17.7340002,31.4780002,12.086,28.2139998,110.4179992,5.69,38.2420004,25.016,44.2519996,21.4560002,13.836,9.909,31.1780002
"8",2019 W08,31.3725,8.7975,7.6725,58.55999925,24.04500075,42.93687425,7.834,19.5940002,13.61,29.2275,8.20692475,39.38437575,9.96041675,17.762,9.94,172.3675005,12.2375,79.0999985,10.015,35.250001,54.4875,59.7069995,161.69499575,2.7275,4.255,30.86499975,16.69999925,6.165,3.7125,1.7625,67.10249875,9.7,11.49,9.405,49.44250075,61.8739988,42.06749925,39.77250025,103.281999,78.25,64.36999875,44.0380004,51.67250075,8.4,108.92500125,56.06749925,40.2988625,75.112001,30.74000025,13.4175,17.48,75.7800005,23.85000025,8.5425,4.855,16.92,70.647499,3.0775,9.85,10.12,7.87725,11.5725,41.3639998,18.52999975,42.40250025,15.715,45.2675,29.07499975,52.482499,4.1325,13.43,24.715,3.2175,15.5075,8.81,2.81,10.145,12.75,13.17,24.30333375,5.7325,72.823999,21.0999994,17.5499995,95.1725005,11.92,49.700001,75.2919998,1.8475,5.0325,89.0024985,17.2374995,18.43249925,76.1617355,87.0300002,42.0824995,23.8125005,8.305,51.5150005,9.2575,105.33500075,16.2939996,32.89249975,32.807499,6.045,50.94250025,26.3225,19.20750025,25.9425005,26.3700002,10.979,419.85999325,39.14000025,37.3000005,38.1050005,14.244,29.0899995,22.6675,3.52,0.00024,23.4399995,3.0125,2.795,12.0525,26.852,9.726,18.90250025,32.84250075,4.2325,17.466518,19.59249975,119.52999875,14.5375,31.22999975,13.6925,25.3920004,8.565,17.67000025,31.5099995,12.8375,27.9975,114.18250075,5.805,38.9574995,24.9725005,45.13000125,24.8175,14.23,9.94,31.67250025
"9",2019 W09,30.9620004,8.796,9.654,58.0199996,23.9219998,43.5774992,8.262,17.8219994,14.22,29.2960002,7.8400658,39.0955004,9.7233334,25.3925,9.918,183.6559998,12.486,79.262001,10.182,35.6220002,55.4459992,61.041601,163.0579988,2.594,4.364,31.0699996,16.028,6.118,3.38,1.78,66.5240022,9.688,11.27,9.922,49.814,63.6259986,41.8980004,39.8519998,93.5460006,79.1320008,64.300001,44.00749975,53.1659996,5.688,112.1359986,56.8039992,40.937381,68.0500002,31.208,12.53,17.0900002,78.6199982,26.984,8.248,4.706,16.7320002,70.6900008,3.248,9.87,10.088,8.251,11.49,44.1440004,17.982,42.6200004,14.072,45.0579996,29.3279998,53.3300004,4.092,14.816,24.7360002,3.188,14.982,9.116,2.6,10.116,12.59,13.074,24.2239994,6.494,69.864,20.2539996,16.9920002,97.6039994,12.254,51.3480002,88.9199996,1.87,5.154,88.287999,18.2720002,19.3620002,77.229007,79.1100008,42.328,23.258,8.612,50.3,9.178,105.0680008,18.9279992,38.264,31.7299998,5.956,51.3300004,26.7299998,19.3399998,25.9380002,25.2540002,10.894,433.9319944,38.9840004,36.9399996,38.7339988,14.886,28.8439994,22.0419998,3.688,0.00065,22.198,3.184,2.458,11.814,27.2880004,9.748,18.522,35.5159994,4.112,16.7946432,19.8540002,120.2500016,14.27,32.0139992,13.082,27.1660002,8.718,17.6479996,28.288,12.722,26.328,113.3439986,5.7,39.4139998,26.05,44.54,30.534,14.376,9.95,31.2320004
"10",2019 W10,30.4980004,8.612,8.42,56.0340012,22.6740002,43.5655008,8.686,18.2060002,15.154,28.83,7.5812034,38.2625002,9.26,24.6340004,9.93,181.7540008,12.552,73.9440002,9.768,32.768,54.9679992,55.9547998,169.9739992,2.524,4.544,29.9239998,15.306,6.088,3.232,1.892,65.923999,9.716,10.2,9.768,49.8599998,67.0719984,39.0920014,38.646,82.3460006,79.790001,62.6300002,43.7660014,53.1299996,5.52,111.322,56.1660004,39.867173,71.5619996,31.35,12.634,16.24,74.876001,26.5659996,8.436,4.298,16.9080006,70.7539996,3.242,9.85,10.112,8.13,12.01,43.2980004,18.6359996,42.5920006,14.224,45.364,29.8919998,54.015999,3.946,13.958,23.8320004,3.038,14.926,8.45,2.52,10.131,12.372,12.512,24.075333,6.18,69.4479996,19.7279998,16.336,96.2919998,12.074,51.2979996,87.8925,1.89,5.136,83.7400012,18.0420002,18.4719998,77.1145018,78.9999998,41.61,20.794,8.524,49.4800002,9.22,103.6000014,9.498,37.65,29.1759998,5.992,52.5279988,26.4579998,19.8779998,26.4599998,24.98000025,10.904,426.473999,38.2780008,35.759999,38.5260004,14.29,28.784,21.7259998,3.968,0.001,19.1060004,3.028,2.284,11.614,28.8940004,9.79,17.5680002,35.4599996,3.808,16.24256,19.5279996,122.5000016,13.974,32.252,12.018,28.052,8.946,17.652,27.1919998,11.834,26.3,114.2,5.516,38.758001,26.8359996,43.436001,30.828,14.024,9.968,29.102
"11",2019 W11,31.116,8.51,6.25,55.9639998,23.1879998,45.5684998,9.055,18.694,14.496,29.1860002,7.9422918,41.3824996,9.8166664,27.6800004,9.972,180.6140016,13.134,71.7480012,9.806,31.674,55.3199996,57.1451998,170.7019988,2.638,4.376,30.416,16.156,6.218,3.398,2.296,64.7639992,9.775,9.982,10.466,50.0679992,71.1799988,39.0120004,38.4279992,68.02250125,80.2160004,63.6140014,43.8339996,53.8119996,4.656,114.290001,57.8020004,39.508539,77.1940002,29.2060006,13.174,16.1339998,76.8359986,26.3419998,8.96,4.366,17.064,70.2479994,3.296,9.9,10.306,7.8078,13.32,41.7239996,19.4439994,43.2880006,14.21,45.89,26.878,55.3159994,3.914,13.5925,23.7499996,3.006,15.138,8.732,2.432,10.138,12.202,12.468,24.3593334,6.104,68.4080002,28.1959992,16.6579998,98.8039994,11.962,52.5200006,71.7479996,1.858,5.318,81.3239988,18.0079996,18.582,77.6259552,74.5539994,42.4619996,20.0460004,8.614,50.987999,9.42,104.9339994,10.5475,39.5920006,28.6439994,6.1,50.4200004,27.2259998,19.9180004,26.9820002,28.2499996,10.788,380.9700014,39.0279988,35.454,39.7120002,12.142,27.7160002,22.3239996,4.408,0.001,19.4580002,2.986,2.38,12.084,24.8679996,9.7825,18.3560006,34.1900002,3.926,16.498512,19.682,124.4199998,14.566,32.5360008,12.134,26.7019998,9.382,17.9760004,27.618,11.852,27.3,114.6020002,5.594,39.0440004,25.8159998,42.6600006,31.4579992,13.832,9.992,28.1839994
"12",2019 W12,32.1100002,8.602,5.804,56.9359984,25.8420002,47.4425004,8.374,17.2759998,15.038,28.6599998,7.6504534,44.025,9.5650002,26.5579998,9.9725,180.601999,13.35,70.0340012,9.96,31.1899998,56.0519998,53.9643996,163.5800016,2.58,4.522,30.8239996,16.996,6.222,3.4,2.514,66.5839996,9.876,9.792,10.85,50.3420008,70.9639998,41.1440004,37.4079994,58.9680002,81.1080018,64.15,43.746,53.9979986,3.96,118.0020006,58.2579994,39.9392792,91.9,29.6880002,13.17,16.764,76.1839996,26.44,9.34,4.462,17.2960002,71.6139982,3.344,9.92,10.302,8.038,12.552,41.0159996,19.2099998,44.3440004,13.92,45.5879996,24.8060002,57.1100006,4.11,12.564,23.7619998,2.866,15.418,8.98,2.456,10.1562,11.826,12.644,24.3860002,5.994,67.057499,37.4440006,16.3579996,101.907999,12.028,53.3519996,58.1340006,1.868,5.34,80.5059996,17.7540004,17.9639996,78.3549604,69.63749875,43.1720002,19.7880002,8.55,50.3259994,9.626,104.2280014,9.816,39.1120002,28.1039994,5.986,49.1459992,27.9739998,20.0899998,27.1080002,29.5380002,11.186,371.3480042,40.2260004,34.2900002,39.7359992,13.008,26.9060002,21.8740002,4.274,0.001,19.9,3.23,2.43,12.122,25.4040002,9.776,17.4040002,35.3399994,4.01,17.3824406,20.1380002,124.959999,14.998,32.2839996,12.032,27.07749975,9.302,18.0360002,28.6900002,12.15,27.768,110.0000016,5.62,40.185999,25.2460002,43.5180008,39.6279998,13.066,10.008,29.4000004
"13",2019 W13,32.736,8.688,5.08,52.0160004,25.4259996,47.1334996,7.892,16.84000025,14.94,27.2,7.1409726,44.1979996,8.8766666,28.2475005,9.928,178.8119996,12.848,66.2079986,10.938,30.8039998,54.5759996,54.46,166.4159972,2.682,4.596,31.186,15.8959998,5.784,3.528,2.388,66.2659988,9.914,9.618,10.786,48.654,72.0600008,40.1540002,36.8779998,64.1820002,80.5519988,61.2960008,42.0640006,53.238,3.384,117.4420014,59.9600014,40.0550278,98.205,28.33,14.122,15.818,74.1260008,23.2479998,8.82,4.288,16.8819996,73.259999,3.236,9.9392,10.16,8.561,12.872,41.0100008,17.7779998,43.6580002,13.264,46.5440004,23.6860002,57.0259994,3.854,13.226,24.0680006,2.874,15.272,8.628,2.048,10.176,11.766,12.682,24.563333,6.018,62.3380016,46.2379996,16.026,103.0940004,11.494,53.2900004,54.068001,1.874,5.29,78.5039994,17.3,18.0100002,78.8854964,70.8819992,41.7260002,19.2679996,8.1,50.0120004,9.236,100.0740004,9.022,40.022001,26.8859998,5.694,47.8720002,27.454,20.032,25.5099998,30.5839998,12.2575,374.1820004,39.2260002,32.1500004,39.8839996,15.244,27.252,20.6719996,3.896,0.00102,19.0919996,3.242,2.394,11.87,28.0159998,9.804,16.7080002,35.8280008,3.926,17.4255954,19.71,123.2019988,14.28,32.0939998,12.096,26.5159998,9.076,18.052,28.266,11.866,27.9639994,109.9899994,5.588,40.364,25.684,43.0779998,41.518,12.59,9.992,28.7519996
"14",2019 W14,34.1419998,9.122,5.324,52.783999,28.0400002,48.665001,7.874,17.4179998,14.874,28.8960004,7.2431986,46.6554994,9.236,24.7349995,9.92,181.4740048,13.45,62.15,10.772,33.408,56.646,56.3843998,173.6359984,2.544,4.624,31.9559998,16.07,5.86,3.412,2.486,66.8699996,9.965,10.444,11.372,48.7659996,69.8939986,42.96,38.3379996,61.482,81.7100006,65.042,40.1840004,55.173999,3.384,119.486,58.914,40.6679316,91.9420014,28.0100004,13.45,15.21,75.7039994,24.0260002,9.104,4.408,17.2579996,74.387999,3.284,9.8768,10.018,8.8724,13.838,36.8919998,18.4740002,44.2460002,11.958,46.4840004,23.3679998,57.8860008,4.154,12.586,25.046,2.758,15.576,9.11,2.648,10.199,12.176,13.254,25.1546668,6.61,62.237999,67.83749775,16.6859998,105.132002,12.178,55.25,84.827999,1.872,5.376,83.478,18.6440004,18.0359996,78.7576342,69.0320006,44.2880006,19.9820004,8.46,55.8920006,9.488,105.1999984,10.172,37.5340004,27.67,5.896,46.7959998,26.97,19.9899996,25.398,34.9400002,15.3039998,390.9639954,42.0420006,34.2380006,40.2859998,19.0240002,28.2739998,22.1139998,4.372,0.049,19.8139998,3.168,2.312,11.666,26.6175005,9.804,16.172,36.6559998,3.786,18.0863098,20.6659994,124.9960004,14.606,31.8139998,12.362,26.086,9.486,18.0899998,27.6219998,12.06,27.4480002,113.3479996,5.51,41.7400002,26.198,44.3879996,39.3820008,13.232,10.012,30.2799998
"15",2019 W15,34.7400002,9.336,5.086,52.5440002,27.8480004,49.9019998,7.662,16.6220002,16.232,29.2739998,7.2316572,47.7349992,9.228,24.3420006,9.874,186.7540008,13.518,55.3159994,10.11,34.1420004,57.15,54.3076004,177.3880006,2.604,4.676,32.084,16.4539996,5.896,3.522,2.658,67.0680008,10.01,10.3,12.102,47.808001,64.4959982,42.2159996,39.2420006,65.2600008,81.8719986,66.0239992,35.1720002,55.7939994,3.456,120.136,58.6880014,40.3586332,84.8620008,28.1140006,13.54,14.624,75.023999,23.6819996,8.92,4.49,17.4520004,75.6640016,3.294,9.9642,10.046,9.0474,15.27,36.1919998,19.916,44.96,12.692,46.6619994,21.8980004,56.8760004,4.02,12.022,24.8180002,2.762,15.534,9.8,3.168,10.209,12.35,13.544,25.1626666,6.532,62.1780004,53.6559998,16.804,107.1900008,12.388,55.6760002,132.4619994,1.958,5.446,84.9179994,18.0299998,17.8339996,76.6870226,68.2620012,45.0359994,17.6380002,8.49,57.7919998,9.726,106.6600006,11.784,35.4659998,27.2900002,6.018,46.064,26.682,19.882,26.4660002,39.7980004,15.9420002,371.6600038,42.5119994,34.432,41.0340004,26.0449995,29.7020004,22.8259998,4.594,0.02662,19.93,3.95,2.348,11.86,28.2059998,9.8,17.3759994,36.8839996,3.928,18.4732146,22.3739998,124.6919998,14.648,31.9,12.436,27.2099998,9.322,18.1360002,27.2179998,11.782,27.3460002,119.128,5.51,42.3299994,25.846,45.6520004,36.6080002,13.382,10.026,31.1340004
"16",2019 W16,34.5125,9.435,4.645,54.17750075,27.6075,50.341875,8.332,15.496,16.43249975,29.94500025,6.9332235,46.65625,8.83,25.6339998,9.924,185.83500275,13.36,49.76250075,10.1325,34.13249975,58.24749925,54.2115,178.89499675,2.325,4.4375,32.0625,15.3275,5.7375,3.3875,2.5575,62.87500025,10.055,9.7,11.74,47.38750075,63.0025005,42.7825005,39.88000025,61.76499925,81.102499,69.17749775,34.4480004,57.51000025,2.91,121.74,58.33,38.489089,84.8300002,28.2500005,13.335,14.46,72.84499925,22.8712505,8.7075,4.41,17.55249975,75.7600005,3.4125,10.082,10,8.9785,12.954,35.71,22.20749975,44.539999,13.074,47.1775,22.76999975,71.6499995,3.84,12.309,24.81999975,2.7025,15.345,9.9725,3.1125,10.24,12.3825,14.0125,25.805834,6.8125,61.9739988,46.15,16.9374995,108.12749875,13.3025,56.55500125,134.227501,1.94,5.3775,86.802498,18.06999975,17.16500025,72.3282435,75.214,47.22749975,16.63749975,8.775,58.04,9.96,112.2000005,10.848,35.567501,26.85999975,6,45.95999975,25.7925005,19.67,26.28249975,36.6739998,18.2879998,378.692497,43.5675,34.927501,42.1875,40.2359992,30.1424995,22.5975005,4.215,0.01418,20.44750025,4.14,2.2525,11.7125,26.3649996,9.8,17.1980004,34.72000025,3.83,18.22544625,24.36,120.35999875,13.6575,31.3149995,12.1175,29.4680002,9.23,18.13249975,26.895,11.9275,26.455,131.534996,5.4325,43.8525,26.0874995,46.67750075,33.35750075,13.64,10.0275,31.45499975
"17",2019 W17,38.1199996,9.676,4.886,53.76,28.0299994,51.4375002,8.884,17.2119998,15.33,30.1139998,6.9645508,46.7655,9.004,27.88000075,10.03,186.6619994,12.858,51.5599998,9.74,33.5820008,56.9899992,50.7231994,186.5100006,2.2,4.134,31.1980002,15.536,5.612,3.208,2.532,62.1120002,10.026,9.61,11.296,47.5119986,63.5059996,42.8099998,39.5680008,56.2659996,82.15,69.072,32.868,57.2720002,3.048,126.6499998,57.0060006,37.4478174,89.5279998,29.6720002,12.89,15.022,72.2440004,23.0939996,9.236,4.524,18.184,76.4679994,3.312,10.0876,10.088,9.2104,11.114,32.246,22.4720002,44.2920004,12.25,47.9379998,23.4720002,85.4460006,3.692,12.744,24.4839996,2.688,15.402,10.246,3.104,10.24,12.016,13.08,26.3246666,6.666,63.5980012,47.3640008,17.7440004,108.342,13.316,56.4240006,132.302002,2.028,5.538,87.6720002,17.5340002,17.698,71.7099244,58.9979988,47.44,15.9420002,8.482,57.532,10.064,113.7940002,10.576,37.226,26.5079998,5.898,45.3419998,25.866,20.078,25.588,43.0919998,18.4380002,377.647998,44.2380006,35.8600004,42.3700004,63.5940004,30.17,22.586,3.868,0.01234,19.77,4.196,2.096,11.536,23.4419996,9.894,17.18000025,35.6819992,3.736,18.5178574,25.1779998,119.4399996,13.946,30.8460004,11.678,33.0639996,9.122,18.0740002,26.6960002,12.022,27.5780002,135.4600006,5.388,44.8799998,25.6699996,44.5159994,26.3159998,13.718,10.04,30.084
